Timeframe,Description,File Format,URL
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-14.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-15.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-16.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-17.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-18.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-19.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-20.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-21.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-22.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-23.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-24.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-25.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-26.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-27.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-02-28.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-01.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-02.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-03.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-04.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-05-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-05.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-06-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-06-2.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-06-3.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-06-4.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-06.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-07-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-07.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-08.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-09.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-10.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-11.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-12-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-12.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-13.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-14.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-15.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-16.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-17-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-17.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-18.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-19.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-20.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-21.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-22.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-23.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-24.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-25.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-26.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-27.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-28.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-29.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-30.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-03-31.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-01.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-02.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-03-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-03.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-04.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-05.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-06.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-07.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-08.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-09.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-10.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-11.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-12.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-13.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-14.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-15-1.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-15-2.json
Historical,Complete Site Scanning results from a specific date,JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-all-2025-04-15.json
