Source,domain,DAP Present?,source,domain,DAP Present?,Present in both results?,To research,Notes
Site Scanner,production-26575.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-26575.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-27042.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-27042.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-2808.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-2808.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-28299.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-28299.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-30586.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-30586.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-32355.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-32355.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-355.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-355.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-4319.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-4319.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-4389.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-4389.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-6262.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-6262.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-6609.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-6609.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-7038.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-7038.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-8406.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-8406.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-8424.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-8424.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-9157.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-9157.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,project-open-data.cio.gov,TRUE,analytics.usa.gov,project-open-data.cio.gov,TRUE,yes,--,
Site Scanner,promotions.usa.gov,TRUE,analytics.usa.gov,promotions.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,propertydisposal.gsa.gov,FALSE,analytics.usa.gov,propertydisposal.gsa.gov,FALSE,yes,--,
Site Scanner,proposal.pif.gov,FALSE,analytics.usa.gov,proposal.pif.gov,FALSE,yes,--,
Site Scanner,proxylb.us-east-1.infr.search.usa.gov,TRUE,analytics.usa.gov,proxylb.us-east-1.infr.search.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ptt.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,public-meeting.gsaig.gov,FALSE,analytics.usa.gov,public-meeting.gsaig.gov,FALSE,yes,--,
Site Scanner,public-sans.digital.gov,TRUE,analytics.usa.gov,public-sans.digital.gov,TRUE,yes,--,
Site Scanner,publications.usa.gov,TRUE,analytics.usa.gov,publications.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,publiccourts.gsa.gov,FALSE,analytics.usa.gov,publiccourts.gsa.gov,FALSE,yes,--,
Site Scanner,publicfrppdata.realpropertyprofile.gov,TRUE,analytics.usa.gov,publicfrppdata.realpropertyprofile.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,publicpricer.wits3.gsa.gov,FALSE,analytics.usa.gov,publicpricer.wits3.gsa.gov,FALSE,yes,--,
Site Scanner,pueblo.gsa.gov,TRUE,analytics.usa.gov,pueblo.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pulse.app.cloud.gov,TRUE,analytics.usa.gov,pulse.app.cloud.gov,TRUE,yes,--,
Site Scanner,pulse.cio.gov,TRUE,analytics.usa.gov,pulse.cio.gov,TRUE,yes,--,
Site Scanner,r05-voipedge.gsa.gov,FALSE,analytics.usa.gov,r05-voipedge.gsa.gov,FALSE,yes,--,
Site Scanner,r06.anywhere.gsa.gov,FALSE,analytics.usa.gov,r06.anywhere.gsa.gov,FALSE,yes,--,
Site Scanner,r09-voipedge.gsa.gov,FALSE,analytics.usa.gov,r09-voipedge.gsa.gov,FALSE,yes,--,
Site Scanner,r2.gsa.gov,FALSE,analytics.usa.gov,r2.gsa.gov,FALSE,yes,--,
Site Scanner,r4.gsa.gov,TRUE,analytics.usa.gov,r4.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,r6-vpn.gsa.gov,FALSE,analytics.usa.gov,r6-vpn.gsa.gov,FALSE,yes,--,
Site Scanner,r7-vpn.gsa.gov,FALSE,analytics.usa.gov,r7-vpn.gsa.gov,FALSE,yes,--,
Site Scanner,ra-vpn.ptt.gov,FALSE,analytics.usa.gov,ra-vpn.ptt.gov,FALSE,yes,--,
Site Scanner,rap.usaccess.gsa.gov,FALSE,analytics.usa.gov,rap.usaccess.gsa.gov,FALSE,yes,--,
Site Scanner,rc.gsa.gov,FALSE,analytics.usa.gov,rc.gsa.gov,FALSE,yes,--,
Site Scanner,realestatesales.gov,FALSE,analytics.usa.gov,realestatesales.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,realpropertyprofile.gov,TRUE,analytics.usa.gov,realpropertyprofile.gov,TRUE,yes,--,
Site Scanner,reference.data.gov,TRUE,analytics.usa.gov,reference.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,refresh.gsaadvantage.gov,FALSE,analytics.usa.gov,refresh.gsaadvantage.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,reginfo.gov,TRUE,analytics.usa.gov,reginfo.gov,TRUE,yes,--,
Site Scanner,region9.gsa.gov,TRUE,analytics.usa.gov,region9.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,registration.section508.gov,TRUE,analytics.usa.gov,registration.section508.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,registry.usa.gov,FALSE,analytics.usa.gov,registry.usa.gov,FALSE,yes,--,
Site Scanner,regulations.gov,TRUE,analytics.usa.gov,regulations.gov,TRUE,yes,--,
Site Scanner,reporting.gov,TRUE,analytics.usa.gov,reporting.gov,TRUE,yes,--,
Site Scanner,reporting.sam.gov,FALSE,analytics.usa.gov,reporting.sam.gov,FALSE,yes,--,
Site Scanner,requests.18f.gov,FALSE,analytics.usa.gov,requests.18f.gov,FALSE,yes,--,
Site Scanner,research.data.gov,TRUE,analytics.usa.gov,research.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,resources.data.gov,TRUE,analytics.usa.gov,resources.data.gov,TRUE,yes,--,
Site Scanner,resources.regulations.gov,FALSE,analytics.usa.gov,resources.regulations.gov,FALSE,yes,--,
Site Scanner,respuestas.gobiernousa.gov,TRUE,analytics.usa.gov,respuestas.gobiernousa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,resque.search.usa.gov,FALSE,analytics.usa.gov,resque.search.usa.gov,FALSE,yes,--,
Site Scanner,ret.gsa.gov,FALSE,analytics.usa.gov,ret.gsa.gov,FALSE,yes,--,
Site Scanner,revampd.app.cloud.gov,FALSE,analytics.usa.gov,revampd.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,reverseauctions.gsa.gov,FALSE,analytics.usa.gov,reverseauctions.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,reverseauctionsdemo.gsa.gov,TRUE,analytics.usa.gov,reverseauctionsdemo.gsa.gov,TRUE,yes,--,
Site Scanner,review.pif.gov,FALSE,analytics.usa.gov,review.pif.gov,FALSE,yes,--,
Site Scanner,roadsviewb.fas.gsa.gov,FALSE,analytics.usa.gov,roadsviewb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,rocis.gov,FALSE,analytics.usa.gov,rocis.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,rural.data.gov,TRUE,analytics.usa.gov,rural.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,safety.data.gov,TRUE,analytics.usa.gov,safety.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,sam.gov,TRUE,analytics.usa.gov,sam.gov,TRUE,yes,--,
Site Scanner,sasyec.fas.gsa.gov,FALSE,analytics.usa.gov,sasyec.fas.gsa.gov,FALSE,yes,--,
Site Scanner,sat.reginfo.gov,TRUE,analytics.usa.gov,sat.reginfo.gov,TRUE,yes,--,
Site Scanner,sba.ecpic.gov,FALSE,analytics.usa.gov,sba.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,sbatest.ecpic.gov,FALSE,analytics.usa.gov,sbatest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,sbst.gov,TRUE,analytics.usa.gov,sbst.gov,TRUE,yes,--,
Site Scanner,science.data.gov,TRUE,analytics.usa.gov,science.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,scopereview.gsa.gov,FALSE,analytics.usa.gov,scopereview.gsa.gov,FALSE,yes,--,
Site Scanner,sdg-staging.data.gov,TRUE,analytics.usa.gov,sdg-staging.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,sdg.data.gov,TRUE,analytics.usa.gov,sdg.data.gov,TRUE,yes,--,
Site Scanner,search.cfo.gov,FALSE,analytics.usa.gov,search.cfo.gov,FALSE,yes,--,
Site Scanner,search.cio.gov,FALSE,analytics.usa.gov,search.cio.gov,FALSE,yes,--,
Site Scanner,search.cloud.cio.gov,FALSE,analytics.usa.gov,search.cloud.cio.gov,FALSE,yes,--,
Site Scanner,search.digitalgov.gov,TRUE,analytics.usa.gov,search.digitalgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,search.gov,TRUE,analytics.usa.gov,search.gov,TRUE,yes,--,
Site Scanner,search.gsa.gov,TRUE,analytics.usa.gov,search.gsa.gov,TRUE,yes,--,
Site Scanner,search.usa.gov,TRUE,analytics.usa.gov,search.usa.gov,TRUE,yes,--,
Site Scanner,sectest.ecpic.gov,FALSE,analytics.usa.gov,sectest.ecpic.gov,FALSE,yes,--,
Site Scanner,section508.gov,TRUE,analytics.usa.gov,section508.gov,TRUE,yes,--,
Site Scanner,secureauth.dev.gsa.gov,FALSE,analytics.usa.gov,secureauth.dev.gsa.gov,FALSE,yes,--,
Site Scanner,secureauth.gsa.gov,FALSE,analytics.usa.gov,secureauth.gsa.gov,FALSE,yes,--,
Site Scanner,semantic.data.gov,TRUE,analytics.usa.gov,semantic.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,servicedesk.gsa.gov,FALSE,analytics.usa.gov,servicedesk.gsa.gov,FALSE,yes,--,
Site Scanner,services.data.gov,TRUE,analytics.usa.gov,services.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,services.usaccess.gsa.gov,FALSE,analytics.usa.gov,services.usaccess.gsa.gov,FALSE,yes,--,
Site Scanner,sftool.gov,TRUE,analytics.usa.gov,sftool.gov,TRUE,yes,--,
Site Scanner,site-162.sites-dev.federalist.18f.gov,FALSE,analytics.usa.gov,site-162.sites-dev.federalist.18f.gov,FALSE,yes,--,
Site Scanner,site-scanning.app.cloud.gov,TRUE,analytics.usa.gov,site-scanning.app.cloud.gov,TRUE,yes,--,
Site Scanner,skills.data.gov,TRUE,analytics.usa.gov,skills.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,slides.18f.gov,FALSE,analytics.usa.gov,slides.18f.gov,FALSE,yes,--,
Site Scanner,smallbusiness.data.gov,TRUE,analytics.usa.gov,smallbusiness.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,smartdisclosure.data.gov,TRUE,analytics.usa.gov,smartdisclosure.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,smartpay.gsa.gov,TRUE,analytics.usa.gov,smartpay.gsa.gov,TRUE,yes,--,
Site Scanner,smtp.fbo.gov,FALSE,analytics.usa.gov,smtp.fbo.gov,FALSE,yes,--,
Site Scanner,soa-ext.fas.gsa.gov,FALSE,analytics.usa.gov,soa-ext.fas.gsa.gov,FALSE,yes,--,
Site Scanner,software.cio.gov,TRUE,analytics.usa.gov,software.cio.gov,TRUE,yes,--,
Site Scanner,sourcecode.cio.gov,TRUE,analytics.usa.gov,sourcecode.cio.gov,TRUE,yes,--,
Site Scanner,spdatawarehouse.fas.gsa.gov,FALSE,analytics.usa.gov,spdatawarehouse.fas.gsa.gov,FALSE,yes,--,
Site Scanner,spotlight.app.cloud.gov,TRUE,analytics.usa.gov,spotlight.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,srp.fas.gsa.gov,FALSE,analytics.usa.gov,srp.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ssatest-p.ecpic.gov,FALSE,analytics.usa.gov,ssatest-p.ecpic.gov,FALSE,yes,--,
Site Scanner,ssltest.ocfo.gsa.gov,FALSE,analytics.usa.gov,ssltest.ocfo.gsa.gov,FALSE,yes,--,
Site Scanner,ssq.gsa.gov,FALSE,analytics.usa.gov,ssq.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,stage.api.data.gov,TRUE,analytics.usa.gov,stage.api.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,staging-13244.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,staging-13244.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,staging-odc.d2d.gsa.gov,FALSE,analytics.usa.gov,staging-odc.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,staging-tableau.d2d.gsa.gov,FALSE,analytics.usa.gov,staging-tableau.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,staging.code.gov,FALSE,analytics.usa.gov,staging.code.gov,FALSE,yes,--,
Site Scanner,staging.d2d.gsa.gov,FALSE,analytics.usa.gov,staging.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,staging.performance.gov,TRUE,analytics.usa.gov,staging.performance.gov,TRUE,yes,--,
Site Scanner,staging.pulse.cio.gov,FALSE,analytics.usa.gov,staging.pulse.cio.gov,FALSE,yes,--,
Site Scanner,staging.regulations.gov,FALSE,analytics.usa.gov,staging.regulations.gov,FALSE,yes,--,
Site Scanner,staging.vote.gov,TRUE,analytics.usa.gov,staging.vote.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,standards.usa.gov,TRUE,analytics.usa.gov,standards.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,states.data.gov,TRUE,analytics.usa.gov,states.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,str.fas.gsa.gov,TRUE,analytics.usa.gov,str.fas.gsa.gov,TRUE,yes,--,
Site Scanner,str.gsa.gov,FALSE,analytics.usa.gov,str.gsa.gov,FALSE,yes,--,
Site Scanner,strategy.data.gov,TRUE,analytics.usa.gov,strategy.data.gov,TRUE,yes,--,
Site Scanner,summit.digitalgov.gov,TRUE,analytics.usa.gov,summit.digitalgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,support.gsaig.gov,FALSE,analytics.usa.gov,support.gsaig.gov,FALSE,yes,--,
Site Scanner,surveyit.cio.gov,FALSE,analytics.usa.gov,surveyit.cio.gov,FALSE,yes,--,
Site Scanner,surveyit2004.cio.gov,FALSE,analytics.usa.gov,surveyit2004.cio.gov,FALSE,yes,--,
Site Scanner,sws.gsa.gov,FALSE,analytics.usa.gov,sws.gsa.gov,FALSE,yes,--,
Site Scanner,tableau.d2d.gsa.gov,FALSE,analytics.usa.gov,tableau.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,tailored.fedramp.gov,TRUE,analytics.usa.gov,tailored.fedramp.gov,TRUE,yes,--,
Site Scanner,tarpsec.fas.gsa.gov,FALSE,analytics.usa.gov,tarpsec.fas.gsa.gov,FALSE,yes,--,
Site Scanner,tech.gsa.gov,TRUE,analytics.usa.gov,tech.gsa.gov,TRUE,yes,--,
Site Scanner,techfarhub.cio.gov,TRUE,analytics.usa.gov,techfarhub.cio.gov,TRUE,yes,--,
Site Scanner,tell-us.usa.gov,TRUE,analytics.usa.gov,tell-us.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,tellus.usa.gov,TRUE,analytics.usa.gov,tellus.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,test-api.regulations.gov,FALSE,analytics.usa.gov,test-api.regulations.gov,FALSE,yes,--,
Site Scanner,test-migrate.app.cloud.gov,FALSE,analytics.usa.gov,test-migrate.app.cloud.gov,FALSE,yes,--,
Site Scanner,test-widget-examples.regulations.gov,FALSE,analytics.usa.gov,test-widget-examples.regulations.gov,FALSE,yes,--,
Site Scanner,test-widget.regulations.gov,FALSE,analytics.usa.gov,test-widget.regulations.gov,FALSE,yes,--,
Site Scanner,test.anywhere.gsa.gov,FALSE,analytics.usa.gov,test.anywhere.gsa.gov,FALSE,yes,--,
Site Scanner,test.regulations.gov,FALSE,analytics.usa.gov,test.regulations.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,testing-cookbook.18f.gov,FALSE,analytics.usa.gov,testing-cookbook.18f.gov,FALSE,yes,--,
Site Scanner,tmf.cio.gov,TRUE,analytics.usa.gov,tmf.cio.gov,TRUE,yes,--,
Site Scanner,tmss-dev.gsa.gov,TRUE,analytics.usa.gov,tmss-dev.gsa.gov,TRUE,yes,--,
Site Scanner,tmss.gsa.gov,TRUE,analytics.usa.gov,tmss.gsa.gov,TRUE,yes,--,
Site Scanner,tmss.preprod-acqit.helix.gsa.gov,TRUE,analytics.usa.gov,tmss.preprod-acqit.helix.gsa.gov,TRUE,yes,--,
Site Scanner,tock.18f.gov,FALSE,analytics.usa.gov,tock.18f.gov,FALSE,yes,--,
Site Scanner,topsbill.ftsbilling.gsa.gov,FALSE,analytics.usa.gov,topsbill.ftsbilling.gsa.gov,FALSE,yes,--,
Site Scanner,topsbillcert.ftsbilling.gsa.gov,FALSE,analytics.usa.gov,topsbillcert.ftsbilling.gsa.gov,FALSE,yes,--,
Site Scanner,topsorder.ftsbilling.gsa.gov,FALSE,analytics.usa.gov,topsorder.ftsbilling.gsa.gov,FALSE,yes,--,
Site Scanner,topsordercert.ftsbilling.gsa.gov,FALSE,analytics.usa.gov,topsordercert.ftsbilling.gsa.gov,FALSE,yes,--,
Site Scanner,train-tpi.moveit.gsa.gov,FALSE,analytics.usa.gov,train-tpi.moveit.gsa.gov,FALSE,yes,--,
Site Scanner,training.reginfo.gov,TRUE,analytics.usa.gov,training.reginfo.gov,TRUE,yes,--,
Site Scanner,training.rocis.gov,FALSE,analytics.usa.gov,training.rocis.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,training.section508.gov,TRUE,analytics.usa.gov,training.section508.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,training.smartpay.gsa.gov,TRUE,analytics.usa.gov,training.smartpay.gsa.gov,TRUE,yes,--,
Site Scanner,trustanchor.dotgov.gov,TRUE,analytics.usa.gov,trustanchor.dotgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,tscportal.fas.gsa.gov,FALSE,analytics.usa.gov,tscportal.fas.gsa.gov,FALSE,yes,--,
Site Scanner,tss-staging.d2d.gsa.gov,FALSE,analytics.usa.gov,tss-staging.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,tss.d2d.gsa.gov,FALSE,analytics.usa.gov,tss.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,uat.digitaldashboard.gov,TRUE,analytics.usa.gov,uat.digitaldashboard.gov,TRUE,yes,--,
Site Scanner,uat.rocis.gov,FALSE,analytics.usa.gov,uat.rocis.gov,FALSE,yes,--,
Site Scanner,us.gov,TRUE,analytics.usa.gov,us.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,usa.gov,TRUE,analytics.usa.gov,usa.gov,TRUE,yes,--,
Site Scanner,usability.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.",--,I checked and this is b/c the agency associated with the domain just recently changed over to GSA.  
Site Scanner,usaccess-alp.gsa.gov,FALSE,analytics.usa.gov,usaccess-alp.gsa.gov,FALSE,yes,--,
Site Scanner,usace.ecpic.gov,FALSE,analytics.usa.gov,usace.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,usacetest.ecpic.gov,FALSE,analytics.usa.gov,usacetest.ecpic.gov,FALSE,yes,--,
Site Scanner,usagov.gov,TRUE,analytics.usa.gov,usagov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,usagov.platform.gsa.gov,FALSE,analytics.usa.gov,usagov.platform.gsa.gov,FALSE,yes,--,
Site Scanner,usaid.ecpic.gov,FALSE,analytics.usa.gov,usaid.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,usaidtest.ecpic.gov,FALSE,analytics.usa.gov,usaidtest.ecpic.gov,FALSE,yes,--,
Site Scanner,usdaadvantage.gsa.gov,FALSE,analytics.usa.gov,usdaadvantage.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,usdigitalregistry.digitalgov.gov,TRUE,analytics.usa.gov,usdigitalregistry.digitalgov.gov,TRUE,yes,--,
Site Scanner,usmcservmart.gsa.gov,FALSE,analytics.usa.gov,usmcservmart.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,ussm.gov,TRUE,analytics.usa.gov,ussm.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ussm.gsa.gov,TRUE,analytics.usa.gov,ussm.gsa.gov,TRUE,yes,--,
Site Scanner,ux-guide.18f.gov,TRUE,analytics.usa.gov,ux-guide.18f.gov,TRUE,yes,--,
Site Scanner,v1.designsystem.digital.gov,TRUE,analytics.usa.gov,v1.designsystem.digital.gov,TRUE,yes,--,
Site Scanner,v2.designsystem.digital.gov,TRUE,analytics.usa.gov,v2.designsystem.digital.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,vaadvantage.gsa.gov,FALSE,analytics.usa.gov,vaadvantage.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,vasalesportal.gsa.gov,FALSE,analytics.usa.gov,vasalesportal.gsa.gov,FALSE,yes,--,
Site Scanner,vatest.ecpic.gov,FALSE,analytics.usa.gov,vatest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,vcss.gsa.gov,TRUE,analytics.usa.gov,vcss.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,vcss.ocfo.gsa.gov,TRUE,analytics.usa.gov,vcss.ocfo.gsa.gov,TRUE,yes,--,
Site Scanner,vec.gsa.gov,TRUE,analytics.usa.gov,vec.gsa.gov,TRUE,yes,--,
Site Scanner,vehicledispatch.fas.gsa.gov,TRUE,analytics.usa.gov,vehicledispatch.fas.gsa.gov,TRUE,yes,--,
Site Scanner,vehiclestd.fas.gsa.gov,TRUE,analytics.usa.gov,vehiclestd.fas.gsa.gov,TRUE,yes,--,
Site Scanner,vehiclestdb.fas.gsa.gov,FALSE,analytics.usa.gov,vehiclestdb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,vocab.data.gov,TRUE,analytics.usa.gov,vocab.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,vote.gov,TRUE,analytics.usa.gov,vote.gov,TRUE,yes,--,
Site Scanner,vote.usa.gov,TRUE,analytics.usa.gov,vote.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,vpn.gsa.gov,FALSE,analytics.usa.gov,vpn.gsa.gov,FALSE,yes,--,
Site Scanner,vpn.gsaig.gov,FALSE,analytics.usa.gov,vpn.gsaig.gov,FALSE,yes,--,
Site Scanner,vpndev.gsa.gov,FALSE,analytics.usa.gov,vpndev.gsa.gov,FALSE,yes,--,
Site Scanner,vpntest.gsa.gov,FALSE,analytics.usa.gov,vpntest.gsa.gov,FALSE,yes,--,
Site Scanner,vpntest2.gsa.gov,FALSE,analytics.usa.gov,vpntest2.gsa.gov,FALSE,yes,--,
Site Scanner,vsc.gsa.gov,TRUE,analytics.usa.gov,vsc.gsa.gov,TRUE,yes,--,
Site Scanner,vscftp.gsa.gov,TRUE,analytics.usa.gov,vscftp.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,was.itss.gsa.gov,FALSE,analytics.usa.gov,was.itss.gsa.gov,FALSE,yes,--,
Site Scanner,wdol.gov,TRUE,analytics.usa.gov,wdol.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,wdolhome.sam.gov,TRUE,analytics.usa.gov,wdolhome.sam.gov,TRUE,yes,--,
Site Scanner,weather.data.gov,TRUE,analytics.usa.gov,weather.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,web.itss.gsa.gov,FALSE,analytics.usa.gov,web.itss.gsa.gov,FALSE,yes,--,
Site Scanner,webservices.fas.gsa.gov,FALSE,analytics.usa.gov,webservices.fas.gsa.gov,FALSE,yes,--,
Site Scanner,webservicesb.fas.gsa.gov,FALSE,analytics.usa.gov,webservicesb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,webshop.gsa.gov,FALSE,analytics.usa.gov,webshop.gsa.gov,FALSE,yes,--,
Site Scanner,workflow.digital.gov,TRUE,analytics.usa.gov,workflow.digital.gov,TRUE,yes,--,
Site Scanner,wp-bsp.data.gov,TRUE,analytics.usa.gov,wp-bsp.data.gov,TRUE,yes,--,
Site Scanner,writing-lab-guide.18f.gov,TRUE,analytics.usa.gov,writing-lab-guide.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,www.aacinquiry.fas.gsa.gov,FALSE,analytics.usa.gov,aacinquiry.fas.gsa.gov,FALSE,"yes, but without www in the analytics.usa.gov dataset",--,
Site Scanner,www.acquisition.gov,TRUE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset because this URL is duplicative to the non-www URL that is in both datasets",Double check the DAP presence result.  Consider whether this record shouldn't be in the results at all.  ,This entry is likely a complete duplicate and can be ignored.  
Site Scanner,www.alpha.cpars.gov,TRUE,analytics.usa.gov,alpha.cpars.gov,TRUE,"yes, but without www in the analytics.usa.gov dataset",--,
Site Scanner,www.alpha.ppirs.gov,TRUE,analytics.usa.gov,alpha.ppirs.gov,FALSE,"yes, but without www in the analytics.usa.gov dataset",Why does SS detect DAP?,
Site Scanner,www.app.cloud.gov,FALSE,analytics.usa.gov,app.cloud.gov,FALSE,"yes, but without www in the analytics.usa.gov dataset",--,
Site Scanner,www.beta.cpars.gov,TRUE,analytics.usa.gov,beta.cpars.gov,TRUE,"yes, but without www in the analytics.usa.gov dataset",--,
Site Scanner,www.beta.ppirs.gov,TRUE,analytics.usa.gov,beta.ppirs.gov,FALSE,"yes, but without www in the analytics.usa.gov dataset",Why does SS detect DAP?,
Site Scanner,www.cao.gov,TRUE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset because this URL is duplicative to the non-www URL that is in both datasets",Double check the DAP presence result.  Consider whether this record shouldn't be in the results at all.  ,This entry is likely a complete duplicate and can be ignored.  
Site Scanner,www.cfda.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset because this URL is duplicative to the non-www URL that is in both datasets",Double check the DAP presence result.  Consider whether this record shouldn't be in the results at all.  ,This entry is likely a complete duplicate and can be ignored.  
